_id,_pct_missed,_judgments,_hidden,_contention,_pct_contested,_gold_pool,_verify_relationship,verify_relationship_gold,verify_relationship_gold_reason,_golden,chemical_id,chemical_name,disease_id,disease_name,form_sentence,original_job_id,pmid,relation_pair_id,sentence_id,uniq_id
770955423,0.25,16,false,"",0.0,,"",no_relation,"Although the newborn had both tricuspid regurgitation and high blood lithium levels, the sentence does not say that the lithium is what caused the tricuspid regurgitation.",TRUE,D008094,"<span class=""chemical"">lithium</span>",D014262,"<span class=""disease"">tricuspid regurgitation</span>","A newborn with massive <span class=""disease"">tricuspid regurgitation</span>, atrial flutter, congestive heart failure, and a high serum <span class=""chemical"">lithium</span> level is described.",762850.0,6794356.0,6794356_D008094_D014262,6794356_1,bcv_easy_2_sent_dev_set_762850
770955424,0.07,14,false,"",0.0,,"",yes_direct,Azelastine caused drowsiness and altered taste perception whereas the placebo (no chemical given) did not.,TRUE,C020976,"<span class=""chemical"">azelastine</span>",D013651,"<span class=""disease"">altered taste perception</span>","Drowsiness and <span class=""disease"">altered taste perception</span> were increased significantly over placebo only in the high-dose <span class=""chemical"">azelastine</span> group.",762850.0,3057041.0,3057041_C020976_D013651,3057041_13,bcv_easy_974_sent_dev_set_762850
770955425,0.31,13,false,"",0.0,,"",yes_direct,Raynaud's phenomenon is given as an example of an adverse reaction linked with drugs (in this case propranolol).,TRUE,D011433,"<span class=""chemical"">propranolol</span>",D011928,"<span class=""disease"">Raynaud's phenomenon</span>","Other adverse reactions significantly linked with active drugs include impaired glucose tolerance in men and women and gout in men, associated with bendrofluazide treatment, and <span class=""disease"">Raynaud's phenomenon</span> and dyspnoea in men and women taking <span class=""chemical"">propranolol</span>.",762850.0,6115999.0,6115999_D011433_D011928,6115999_5,bcv_easy_864_sent_dev_set_762850
770955426,0.44,18,false,its written &amp;quot;adrenaline-induced reflex bradycardia&amp;quot;.,0.0556,,"",yes_direct,,TRUE,D004837,"<span class=""chemical"">adrenaline</span>",D001919,"<span class=""disease"">bradycardia</span>","Intravenous pretreatment of the rats with diazepam, although causing no change in the <span class=""chemical"">adrenaline</span>-induced pressor effect, did enhance the <span class=""chemical"">adrenaline</span>-induced reflex <span class=""disease"">bradycardia</span>.",762850.0,2894433.0,2894433_D004837_D001919,2894433_4,bcv_easy_2376_sent_dev_set_762850
770955427,0.54,13,false,"Oh come off it! Of course alcohol causes alcohol abuse! 
Of course alcohol causes alcohol abuse! My answer is correct. Kindly verify.",0.1538,,"",no_relation,Alcohol is mentioned as something that might cause seizures. The sentence does not say that alcohol causes alcohol abuse!,TRUE,D000431,"<span class=""chemical"">alcohol</span>",D000437,"<span class=""disease"">alcohol abuse</span>","The patient had a history of <span class=""disease"">alcohol abuse</span>; <span class=""chemical"">alcohol</span> intake as well as withdrawal can also cause seizures.",762850.0,11573852.0,11573852_D000431_D000437,11573852_6,bcv_easy_102_sent_dev_set_762850
770955428,0.06,18,false,"",0.0,,"",yes_direct,,TRUE,C047426,"<span class=""chemical"">venlafaxine</span>",D020230,"<span class=""disease"">Serotonin syndrome</span>","<span class=""disease"">Serotonin syndrome</span> from <span class=""chemical"">venlafaxine</span>-tranylcypromine interaction.",762850.0,8888541.0,8888541_C047426_D020230,8888541_0,bcv_easy_2054_sent_dev_set_762850
770955429,0.06,18,false,"",0.0,,"",no_relation,"The subject of the sentence is sodium 2-mercaptoethane sulphonate, not thiol.",TRUE,D013438,"<span class=""chemical"">thiol</span>",D008175,"<span class=""disease"">lung cancer</span>","The protective effect of oral administration of the <span class=""chemical"">thiol</span> compound sodium 2-mercaptoethane sulphonate (MESNA) against urothelial toxicity induced by ifosfamide (IF) was tested in a group of 45 patients with inoperable <span class=""disease"">lung cancer</span> under treatment with IF (2250 mg/m2 on days 2-5) as part of a polychemotherapy regimen repeated in a 4-week cycle.",762850.0,6402369.0,6402369_D013438_D008175,6402369_1,bcv_easy_3143_sent_dev_set_762850
770955430,0.47,19,false,"",0.0,,"",no_relation,The sentence lists some things that were measured.,TRUE,D006493,"<span class=""chemical"">heparin</span>",D013923,"<span class=""disease"">thromboembolism</span>","MEASUREMENTS: Platelet counts, onset of objectively determined <span class=""disease"">thromboembolism</span>, results of <span class=""chemical"">heparin</span>-induced platelet factor 4 antibody tests, and outcomes.",762850.0,11827497.0,11827497_D006493_D013923,11827497_7,bcv_easy_2916_sent_dev_set_762850
770955431,0.29,14,false,"",0.0,,"",no_relation,"Neurotoxicity was induced by ""METH"".",TRUE,D007980,"<span class=""chemical"">L-dihydroxyphenylalanine</span>",D020258,"<span class=""disease"">neurotoxicity</span>","Here we show that the recently reported ability of <span class=""chemical"">L-dihydroxyphenylalanine</span> to reverse the protective effect of alpha-methyl-para-tyrosine on METH-induced DA <span class=""disease"">neurotoxicity</span> is also confounded by drug effects on body temperature.",762850.0,20533999.0,20533999_D007980_D020258,20533999_3,bcv_easy_2637_sent_dev_set_762850
770955432,0.17,18,false,unfair,0.0556,,"",yes_direct,"The sentence suggests that azithromycin likely causes hiccups through the use of ""possible"".",TRUE,D017963,"<span class=""chemical"">azithromycin</span>",D006606,"<span class=""disease"">hiccups</span>","Possible <span class=""chemical"">azithromycin</span>-associated <span class=""disease"">hiccups</span>.",762850.0,15985056.0,15985056_D017963_D006606,15985056_0,bcv_easy_545_sent_dev_set_762850
770955433,0.20,15,false,"MPTP is used to simulate Parkinson's in a primate model, so it directly causes Parkinson's.

Don't believe me? Let me inject you intrathecally with some MPTP then.",0.0667,,"",no_relation,,TRUE,D015632,"<span class=""chemical"">MPTP</span>",D010300,"<span class=""disease"">Parkinson's disease</span>","Compound 1 is a potent A(2A)/A(1) receptor antagonist in vitro (A(2A) K(i) = 4.1 nM; A(1) K(i) = 17.0 nM) that has excellent activity, after oral administration, across a number of animal models of <span class=""disease"">Parkinson's disease</span> including mouse and rat models of haloperidol-induced catalepsy, mouse model of reserpine-induced akinesia, rat 6-hydroxydopamine (6-OHDA) lesion model of drug-induced rotation, and <span class=""chemical"">MPTP</span>-treated non-human primate model.",762850.0,20973483.0,20973483_D015632_D010300,20973483_3,bcv_easy_265_sent_dev_set_762850
770955434,0.33,21,false,unfair correct it,0.0476,,"",no_relation,"The sentence says bupropion causes seizure and sleep deprivation causes seizure, but does not say bupropion causes sleep deprivation.",TRUE,D016642,"<span class=""chemical"">bupropion</span>",D012892,"<span class=""disease"">sleep deprivation</span>","This case report describes a generalized seizure associated with sustained-release <span class=""chemical"">bupropion</span> use and <span class=""disease"">sleep deprivation</span>.",762850.0,12745515.0,12745515_D016642_D012892,12745515_1,bcv_easy_2004_sent_dev_set_762850
770955435,0.88,8,false,but how cardiac toxicity limit the use of the chemical? I assumed because it causes it.,0.125,,"",no_relation,"The chemical ""etoposide"" is a kind of ""epipodophyllotoxin"". The sentence says that etoposide causes cardiac toxicity, but the sentence does not say all epipodophyllotoxins cause cardiac toxicity!",TRUE,D011034,"<span class=""chemical"">epipodophyllotoxin</span>",D066126,"<span class=""disease"">cardiac toxicity</span>","PURPOSE: The anthracyclines daunorubicin and doxorubicin and the <span class=""chemical"">epipodophyllotoxin</span> etoposide are potent DNA cleavage-enhancing drugs that are widely used in clinical oncology; however, myelosuppression and <span class=""disease"">cardiac toxicity</span> limit their use.",762850.0,15897593.0,15897593_D011034_D066126,15897593_1,bcv_easy_2770_sent_dev_set_762850
770955436,0.23,13,false,"",0.0,,"",yes_direct,Serious ventricular arrhythmias can result from taking caffeine.,TRUE,D002110,"<span class=""chemical"">caffeine</span>",D001145,"<span class=""disease"">ventricular arrhythmias</span>","Although intravenous <span class=""chemical"">caffeine</span> is generally well tolerated, the clinician should be aware of the potential for unpredictable and serious <span class=""disease"">ventricular arrhythmias</span>.",762850.0,18997632.0,18997632_D002110_D001145,18997632_4,bcv_easy_368_sent_dev_set_762850
770955437,0.25,12,false,"",0.0,,"",yes_direct,The woman developed a heart block after taking two chemicals together (verapamil and metoprolol).,TRUE,D008790,"<span class=""chemical"">metoprolol</span>",D006327,"<span class=""disease"">heart block</span>","A seventy-eight-year-old woman presented with complete <span class=""disease"">heart block</span> and refractory hypotension two days after a therapeutic dose of sustained-release verapamil with concomitant use of <span class=""chemical"">metoprolol</span>.",762850.0,7785794.0,7785794_D008790_D006327,7785794_1,bcv_easy_2230_sent_dev_set_762850
770955438,0.08,12,false,"",0.0,,"",yes_direct,,TRUE,D004317,"<span class=""chemical"">doxorubicin</span>",D006333,"<span class=""disease"">cardiac failure</span>","One of the patients developed <span class=""disease"">cardiac failure</span> after 30 mg m-2 MMC and only 150 mg m-2 <span class=""chemical"">doxorubicin</span>.",762850.0,3137399.0,3137399_D004317_D006333,3137399_7,bcv_easy_2589_sent_dev_set_762850
770955439,0.15,13,false,"",0.0,,"",no_relation,"Some rats which had been given fenoldopam were examined for a kind of protein (""tumor growth factor-beta1""). Here the word ""tumor"" is not being used to refer to the disease, but is rather part of the name of a protein (""tumor growth factor-beta1"").",TRUE,D018818,"<span class=""chemical"">fenoldopam</span>",D009369,"<span class=""disease"">tumor</span>","Arteritis induced in rats by vasodilators, <span class=""chemical"">fenoldopam</span> and theophylline, was examined immunohistochemically for expressions of inducible type of nitric oxide synthase (iNOS), basic fibroblast growth factor (bFGF) and <span class=""disease"">tumor</span> growth factor-beta1 (TGF-beta1).",762850.0,12180796.0,12180796_D018818_D009369,12180796_1,bcv_easy_1109_sent_dev_set_762850
770955440,0.46,13,false,"",0.0,,"",yes_direct,,TRUE,D005047,"<span class=""chemical"">etoposide</span>",D066126,"<span class=""disease"">cardiac toxicity</span>","PURPOSE: The anthracyclines daunorubicin and doxorubicin and the epipodophyllotoxin <span class=""chemical"">etoposide</span> are potent DNA cleavage-enhancing drugs that are widely used in clinical oncology; however, myelosuppression and <span class=""disease"">cardiac toxicity</span> limit their use.",762850.0,15897593.0,15897593_D005047_D066126,15897593_1,bcv_easy_2774_sent_dev_set_762850
770955441,0.08,13,false,"",0.0,,"",yes_direct,"""Benzodiazepines"" are a category of chemicals. Midazolam is mentioned as a specific example of a ""benzodiazepine"" that is known to cause hiccups.",TRUE,D008874,"<span class=""chemical"">midazolam</span>",D006606,"<span class=""disease"">hiccups</span>","Corticosteroids (dexamethasone and methylprednisolone), benzodiazepines (<span class=""chemical"">midazolam</span>) and general anaesthesia have been the specific agents mentioned most frequently in the literature as being associated with the development of <span class=""disease"">hiccups</span>.",762850.0,15985056.0,15985056_D008874_D006606,15985056_7,bcv_easy_554_sent_dev_set_762850
770955442,0.00,10,false,"",0.0,,"",yes_direct,Methylprednisolone caused three different diseases in this patient.,TRUE,D008775,"<span class=""chemical"">methylprednisolone</span>",D006323,"<span class=""disease"">asystole</span>","We report a case of hypotension, bradycardia, and <span class=""disease"">asystole</span> after intravenous administration of high-dose <span class=""chemical"">methylprednisolone</span> in a 73-year-old patient who underwent electrocardiographic (ECG) monitoring throughout the episode.",762850.0,10074612.0,10074612_D008775_D006323,10074612_1,bcv_easy_1727_sent_dev_set_762850
770955443,0.86,14,false,"unfair, it says that reduces myoclonus, not that causes it",0.0714,,"",yes_direct,Remifentanil makes myoclonus caused by etomidate better.,TRUE,D005045,"<span class=""chemical"">etomidate</span>",D009207,"<span class=""disease"">myoclonus</span>","Remifentanil pretreatment reduces <span class=""disease"">myoclonus</span> after <span class=""chemical"">etomidate</span>.",762850.0,16563323.0,16563323_D005045_D009207,16563323_0,bcv_easy_523_sent_dev_set_762850
770955444,0.00,14,false,"",0.0,,"",yes_direct,Eating CLZ caused headaches in 7 of 12 patients.,TRUE,C045645,"<span class=""chemical"">CLZ</span>",D006261,"<span class=""disease"">headache</span>","Seven out of 12 subjects experienced <span class=""disease"">headache</span> of a short duration accompanying facial flush in one and nausea in one, especially after ingestion of <span class=""chemical"">CLZ</span>.",762850.0,7596955.0,7596955_C045645_D006261,7596955_6,bcv_easy_202_sent_dev_set_762850
