PMID	NUM_SENT	MENTION_INI	MENTION_END	MENTION_TEXT	MENTION_TYPE	MENTION_ID	SENTENCE
7544228	4	279	288	histamine	Chemical	D006632	Two hours after taking procaterol (50 micrograms) or placebo orally, the subjects were given these mediators intradermally at a concentration of 10(-5) M. RESULTS: Procaterol has a small but significant inhibitory effect on wheal formation following the intradermal injection of histamine and PAF by an average of 15% (P < .05) and 18% (P < .05) respectively but not against substance P or bradykinin.
7544228	4	390	400	bradykinin	Chemical	D001920	Two hours after taking procaterol (50 micrograms) or placebo orally, the subjects were given these mediators intradermally at a concentration of 10(-5) M. RESULTS: Procaterol has a small but significant inhibitory effect on wheal formation following the intradermal injection of histamine and PAF by an average of 15% (P < .05) and 18% (P < .05) respectively but not against substance P or bradykinin.
7847851	0	0	16	3-Aminothymidine	Chemical	C091859|MESH:C019252	3-Aminothymidine inhibits growth of cultured human T-cell acute lymphoblastoid leukemia cells.
7847851	1	27	36	thymidine	Chemical	D013936	N3-Aminated derivatives of thymidine, deoxyuridine and deoxycytidine were synthesized and their cell growth inhibition activity was tested using two cultured human cell lines, CCRF-HSB-2 and KB.
7847851	1	38	50	deoxyuridine	Chemical	D003857	N3-Aminated derivatives of thymidine, deoxyuridine and deoxycytidine were synthesized and their cell growth inhibition activity was tested using two cultured human cell lines, CCRF-HSB-2 and KB.
7847851	1	55	68	deoxycytidine	Chemical	D003841	N3-Aminated derivatives of thymidine, deoxyuridine and deoxycytidine were synthesized and their cell growth inhibition activity was tested using two cultured human cell lines, CCRF-HSB-2 and KB.
7847851	2	28	44	3-aminothymidine	Chemical	C091859|MESH:C019252	Among the compounds tested, 3-aminothymidine showed growth inhibition activity against CCRF-HSB-2 cells and inhibited DNA synthesis in these cells.
22136782	0	27	40	triamcinolone	Chemical	D014221	The efficacy of endoscopic triamcinolone injection for the prevention of esophageal stricture after endoscopic submucosal dissection.
22136782	2	78	91	triamcinolone	Chemical	D014221	OBJECTIVE: The goal of this study was to determine the efficacy of endoscopic triamcinolone injection (ETI) for the prevention of stricture formation after ESD.
18058523	0	25	36	nucleotides	Chemical	D009711	Inhibitory properties of nucleotides with difluoromethylenephosphonic acid as a phosphate mimic versus calf spleen purine nucleoside phosphorylase and effect of these analogues on the viability of human blood lymphocytes.
18058523	0	42	74	difluoromethylenephosphonic acid	Chemical	C041121	Inhibitory properties of nucleotides with difluoromethylenephosphonic acid as a phosphate mimic versus calf spleen purine nucleoside phosphorylase and effect of these analogues on the viability of human blood lymphocytes.
18058523	0	80	89	phosphate	Chemical	CHEBI:26020	Inhibitory properties of nucleotides with difluoromethylenephosphonic acid as a phosphate mimic versus calf spleen purine nucleoside phosphorylase and effect of these analogues on the viability of human blood lymphocytes.
18058523	0	122	132	nucleoside	Chemical	CHEBI:33838	Inhibitory properties of nucleotides with difluoromethylenephosphonic acid as a phosphate mimic versus calf spleen purine nucleoside phosphorylase and effect of these analogues on the viability of human blood lymphocytes.
18058523	1	8	52	cyclic and acyclic 6-keto purine nucleotides	Chemical		Several cyclic and acyclic 6-keto purine nucleotides with difluoromethylenephosphonic acid as phosphate mimic are proved to be potent inhibitors of mammalian purine nucleoside phosphorylase (PNP).
18058523	1	58	90	difluoromethylenephosphonic acid	Chemical	C041121	Several cyclic and acyclic 6-keto purine nucleotides with difluoromethylenephosphonic acid as phosphate mimic are proved to be potent inhibitors of mammalian purine nucleoside phosphorylase (PNP).
18058523	1	94	103	phosphate	Chemical	CHEBI:26020	Several cyclic and acyclic 6-keto purine nucleotides with difluoromethylenephosphonic acid as phosphate mimic are proved to be potent inhibitors of mammalian purine nucleoside phosphorylase (PNP).
18058523	1	165	175	nucleoside	Chemical	CHEBI:33838	Several cyclic and acyclic 6-keto purine nucleotides with difluoromethylenephosphonic acid as phosphate mimic are proved to be potent inhibitors of mammalian purine nucleoside phosphorylase (PNP).
18058523	2	101	104	MTT	Chemical	CHEBI:53233	Antiproliferative activity of these analogues on the growth of human blood lymphocytes was tested by MTT assay.
8911706	0	15	28	levocabastine	Chemical	C047340	Topical ocular levocabastine reduces ICAM-1 expression on epithelial cells both in vivo and in vitro.
8911706	1	12	25	Levocabastine	Chemical	C047340	BACKGROUND: Levocabastine is a selective topical H1 antagonist, effective in the treatment of seasonal allergic rhinitis and conjunctivitis.
8911706	2	48	61	levocabastine	Chemical	C047340	OBJECTIVE: We evaluated the possible effects of levocabastine eye drops on early (EPR) and late phase (LPR) inflammatory changes induced by allergen-specific conjunctival challenge (ASCC).
8911706	3	51	64	levocabastine	Chemical	C047340	We focused our attention on the possible effect of levocabastine on expression of the intracellular adhesion molecule-1 (ICAM-1) on epithelial cells.
8911706	7	27	40	levocabastine	Chemical	C047340	Patients randomly received levocabastine eye drops (0.5 mg/mL) or placebo eyedrops, one drop in the left eye (right eye as control), 30 min before ASCC.
8911706	9	49	62	levocabastine	Chemical	C047340	In parallel, we evaluated the in vitro effect of levocabastine at concentrations ranging from 2 x 10(-9) M to 2 x 10(-5) M on ICAM-1 expression and shedding by a continuously cultured differentiated epithelial cell line (WK).
8911706	10	9	22	Levocabastine	Chemical	C047340	RESULTS: Levocabastine reduced symptom scores during EPR (15 min and 30 min, P < 0.002), inflammatory cell infiltration during EPR (P < 0.002 for neutrophils, eosinophils and lymphocytes) and ICAM-1 expression on epithelium both during EPR (P < 0.002) and LPR (P < 0.02).
8911706	11	85	98	levocabastine	Chemical	C047340	LPR symptom scores and inflammatory cell infiltration were only slightly modified by levocabastine treatment.
8911706	12	9	22	levocabastine	Chemical	C047340	In vitro levocabastine at 2 x 10(-5) M concentration was able to down-regulate basal ICAM-1 expression, although it exerted no effect on ICAM-1 release by epithelium.
8911706	13	12	25	Levocabastine	Chemical	C047340	CONCLUSION: Levocabastine exerts anti-allergic activity, in that it reduces in vivo inflammatory cell infiltration due to ASCC, and also adhesion molecule expression on conjunctival epithelium.
8911706	14	74	87	levocabastine	Chemical	C047340	The latter phenomenon may be due, at least in part, to a direct effect of levocabastine on epithelial cells.
25244623	0	36	47	cholesterol	Chemical	D002784	Alirocumab: PCSK9 inhibitor for LDL cholesterol reduction.
25244623	1	99	110	cholesterol	Chemical	D002784	The proof of concept that proprotein convertase subtilisin/kexin type 9 (PCSK9) inhibition affects cholesterol levels was first established after the demonstration that PCSK9 loss-of-function mutations result in a significant drop in circulating LDL cholesterol levels.
25244623	1	250	261	cholesterol	Chemical	D002784	The proof of concept that proprotein convertase subtilisin/kexin type 9 (PCSK9) inhibition affects cholesterol levels was first established after the demonstration that PCSK9 loss-of-function mutations result in a significant drop in circulating LDL cholesterol levels.
25244623	3	26	35	SAR236553	Chemical		Alirocumab (also known as SAR236553/REGN727) is a monoclonal antibody that binds circulating PCSK9 and blocks its interactions with surface LDLR.
25244623	3	36	43	REGN727	Chemical		Alirocumab (also known as SAR236553/REGN727) is a monoclonal antibody that binds circulating PCSK9 and blocks its interactions with surface LDLR.
25244623	4	125	136	cholesterol	Chemical	D002784	Alirocumab clinical trials with different doses on different administration schedules were shown to significantly reduce LDL cholesterol both as a mono-therapy and in combination with statins or ezetimibe.
25244623	4	184	191	statins	Chemical		Alirocumab clinical trials with different doses on different administration schedules were shown to significantly reduce LDL cholesterol both as a mono-therapy and in combination with statins or ezetimibe.
25244623	4	195	204	ezetimibe	Chemical	C108606	Alirocumab clinical trials with different doses on different administration schedules were shown to significantly reduce LDL cholesterol both as a mono-therapy and in combination with statins or ezetimibe.
25244623	5	80	91	cholesterol	Chemical	D002784	Although there is great potential for anti-PCSK9 therapies in the management of cholesterol metabolism, there is no clear evidence yet that blocking PCSK9 reduces cardiovascular disease outcome.
11994056	0	41	50	midazolam	Chemical	D008874	Pharmacokinetics and pharmacodynamics of midazolam administered as a concentrated intranasal spray.
11994056	2	72	81	midazolam	Chemical	D008874	AIMS: To investigate the pharmacokinetic and pharmacodynamic profile of midazolam administered as a concentrated intranasal spray, compared with intravenous midazolam, in healthy adult subjects.
11994056	2	157	166	midazolam	Chemical	D008874	AIMS: To investigate the pharmacokinetic and pharmacodynamic profile of midazolam administered as a concentrated intranasal spray, compared with intravenous midazolam, in healthy adult subjects.
11994056	3	57	66	midazolam	Chemical	D008874	METHODS: Subjects were administered single doses of 5 mg midazolam intranasally and intravenously in a cross-over design with washout period of 1 week.
11994056	4	35	44	midazolam	Chemical	D008874	The total plasma concentrations of midazolam and the metabolite 1-hydroxymidazolam after both intranasal and intravenous administration were described with a single pharmacokinetic model. beta-band EEG activity was recorded and related to midazolam plasma concentrations using an exponential pharmacokinetic/pharmacodynamic model.
11994056	4	64	82	1-hydroxymidazolam	Chemical	C040081	The total plasma concentrations of midazolam and the metabolite 1-hydroxymidazolam after both intranasal and intravenous administration were described with a single pharmacokinetic model. beta-band EEG activity was recorded and related to midazolam plasma concentrations using an exponential pharmacokinetic/pharmacodynamic model.
11994056	4	239	248	midazolam	Chemical	D008874	The total plasma concentrations of midazolam and the metabolite 1-hydroxymidazolam after both intranasal and intravenous administration were described with a single pharmacokinetic model. beta-band EEG activity was recorded and related to midazolam plasma concentrations using an exponential pharmacokinetic/pharmacodynamic model.
11994056	6	48	57	midazolam	Chemical	D008874	The mean (+/-s.d.) peak plasma concentration of midazolam of 71 (+/-25 ng ml-1) was reached after 14 (+/-5 min).
11994056	8	82	91	midazolam	Chemical	D008874	After intravenous and intranasal administration, the pharmacokinetic estimates of midazolam were: mean volume of distribution at steady state 1.11+/-0.25 l kg-1, mean systemic clearance 16.1+/-4.1 ml min-1 kg-1 and harmonic mean initial and terminal half lives 8.4+/-2.4 and 79+/-30 min, respectively.
11994056	9	17	36	1-hydroxymetabolite	Chemical		Formation of the 1-hydroxymetabolite after intranasal administration did not exceed that after intravenous administration.
11994056	10	64	73	midazolam	Chemical	D008874	CONCLUSIONS: In this study in healthy volunteers a concentrated midazolam nasal spray was easily administered and well tolerated.
11994056	13	17	26	midazolam	Chemical	D008874	The potential of midazolam given via a nasal spray in the acute treatment of status epilepticus and other seizure disruptions should be evaluated.
